Station ID,Group,Sample Date (mm/dd/yyyy),Sample Depth (cm),Wet Soil pH (pH units),Dry Soil pH (pH units),Soil Specific Conductance (uS/cm),Soil Salinity (ppt),Soil Moisture Content (%),Bulk Density (g/cm3),Organic Matter (%),Wet Volume (cm3),Dry Volume (cm3),Biomass Target Flora Species,Belowground Live Biomass (g/m2),Belowground Dead Biomass (g/m2),Organic Density (g/cm3),Total Carbon (g/kg),Carbon Density (mg/cm3),Total Nitrogen (g/kg),Total Phosphorus (mg/kg),Sand (%),Silt (%),Clay (%),Particle Size Mean (phi),Particle Size Median (phi),Particle Size Standard Deviation (phi),Radiometric Dating Method and Units,Isotope Concentration,Organization,Personnel,Comments,Latitude,Longitude
CRMS4406-S01,,6/17/2008,4 to 8,5.3,4.87,3508,1.8,68.37,0.25,22.77,324.29,94,,,,0.0569,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; J. Pace,,30.20185516,-89.7279624
CRMS4406-S01,,6/17/2008,8 to 12,5.85,5.03,2772,1.4,71.83,0.18,24.29,324.29,71.5,,,,0.0437,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; J. Pace,,30.20185516,-89.7279624
CRMS4406-S01,,6/17/2008,12 to 16,5.41,4.85,2854,1.5,73.76,0.17,41.21,324.29,79.3,,,,0.0701,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; J. Pace,,30.20185516,-89.7279624
CRMS4406-S01,,6/17/2008,16 to 20,5.53,4.16,3238,1.7,87.36,0.1,71.19,324.29,88.3,,,,0.0712,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; J. Pace,,30.20185516,-89.7279624
CRMS4406-S01,,6/17/2008,20 to 24,5.62,4.46,3167,1.65,87.91,0.1,67.41,324.29,98.3,,,,0.0674,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; J. Pace,,30.20185516,-89.7279624
CRMS4406-S02,,6/17/2008,0 to 4,5.51,4.63,7630,4.2,74.73,0.2,31.71,324.29,80.8,,,,0.0634,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; J. Pace,,30.20189171,-89.72798195
CRMS4406-S02,,6/17/2008,4 to 8,5.81,4.89,4185,2.2,81.9,0.13,36.86,324.29,77.2,,,,0.0479,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; J. Pace,,30.20189171,-89.72798195
CRMS4406-S02,,6/17/2008,8 to 12,6.07,4.82,3151,1.65,80.67,0.17,25.78,324.29,81.3,,,,0.0438,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; J. Pace,,30.20189171,-89.72798195
CRMS4406-S02,,6/17/2008,12 to 16,6.07,4.33,3173,1.7,77.17,0.15,26.98,324.29,61.7,,,,0.0405,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; J. Pace,,30.20189171,-89.72798195
CRMS4406-S02,,6/17/2008,16 to 20,6.25,4.94,3622,1.9,81.8,0.15,27.86,324.29,58.7,,,,0.0418,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; J. Pace,,30.20189171,-89.72798195
CRMS4406-S02,,6/17/2008,20 to 24,6.41,5.1,4436,2.4,86.24,0.1,35.58,324.29,45.8,,,,0.0356,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; J. Pace,,30.20189171,-89.72798195
CRMS4406-S03,,6/17/2008,0 to 4,5.42,4.66,4818,2.6,75.89,0.15,34.99,324.29,76.7,,,,0.0525,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; J. Pace,,30.20189119,-89.72796121
CRMS4406-S03,,6/17/2008,4 to 8,5.97,5.63,3170,1.7,75,0.19,20.15,324.29,82.7,,,,0.0383,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; J. Pace,,30.20189119,-89.72796121
CRMS4406-S03,,6/17/2008,8 to 12,5.99,5.6,3024,1.6,87.29,0.1,48.84,324.29,75.4,,,,0.0488,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; J. Pace,,30.20189119,-89.72796121
CRMS4406-S03,,6/17/2008,12 to 16,6.06,4.91,3275,1.7,85.96,0.09,56.36,324.29,55,,,,0.0507,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; J. Pace,,30.20189119,-89.72796121
CRMS4406-S03,,6/17/2008,16 to 20,5.74,4.43,3494,1.8,88.84,0.1,60.58,324.29,64.9,,,,0.0606,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; J. Pace,,30.20189119,-89.72796121
CRMS4406-S03,,6/17/2008,20 to 24,6.29,4.88,3453,1.85,88.91,0.09,57.45,324.29,40.7,,,,0.0517,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; J. Pace,,30.20189119,-89.72796121
CRMS4406-S04,,3/8/2018,0 to 4,,,,,86.76,0.1,53.71,324.29,110.81,,,,0.0537,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Northern; B. Kitto; J. Devore,Dominant vegetation is Spartina patens. Marsh not flooded.,30.20184563,-89.72794196
CRMS4406-S04,,3/8/2018,4 to 8,,,,,79.91,0.2,31.89,324.29,70.43,,,,0.0638,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Northern; B. Kitto; J. Devore,Dominant vegetation is Spartina patens. Marsh not flooded.,30.20184563,-89.72794196
CRMS4406-S04,,3/8/2018,8 to 12,,,,,69.11,0.33,14.5,324.29,86.55,,,,0.0479,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Northern; B. Kitto; J. Devore,Dominant vegetation is Spartina patens. Marsh not flooded.,30.20184563,-89.72794196
CRMS4406-S04,,3/8/2018,12 to 16,,,,,80.08,0.22,28.13,324.29,36.68,,,,0.0619,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Northern; B. Kitto; J. Devore,Dominant vegetation is Spartina patens. Marsh not flooded.,30.20184563,-89.72794196
CRMS4406-S04,,3/8/2018,16 to 20,,,,,89.23,0.1,53.58,324.29,60,,,,0.0536,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Northern; B. Kitto; J. Devore,Dominant vegetation is Spartina patens. Marsh not flooded.,30.20184563,-89.72794196
CRMS4406-S04,,3/8/2018,20 to 24,,,,,86.89,0.11,47.11,324.29,80.1,,,,0.0518,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Northern; B. Kitto; J. Devore,Dominant vegetation is Spartina patens. Marsh not flooded.,30.20184563,-89.72794196
CRMS4406-S05,,3/8/2018,0 to 4,,,,,88.64,0.04,81.04,324.29,218.85,,,,0.0324,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Northern; B. Kitto; J. Devore,Dominant vegetation is Spartina patens. Marsh not flooded.,30.20189171,-89.72798195
CRMS4406-S05,,3/8/2018,4 to 8,,,,,88.63,0.11,47.23,324.29,43.45,,,,0.052,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Northern; B. Kitto; J. Devore,Dominant vegetation is Spartina patens. Marsh not flooded.,30.20189171,-89.72798195
CRMS4406-S05,,3/8/2018,8 to 12,,,,,81.67,0.2,35.37,324.29,31.48,,,,0.0707,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Northern; B. Kitto; J. Devore,Dominant vegetation is Spartina patens. Marsh not flooded.,30.20189171,-89.72798195
CRMS4406-S05,,3/8/2018,12 to 16,,,,,76.45,0.23,28.14,324.29,77.58,,,,0.0647,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Northern; B. Kitto; J. Devore,Dominant vegetation is Spartina patens. Marsh not flooded.,30.20189171,-89.72798195
CRMS4406-S05,,3/8/2018,16 to 20,,,,,86.15,0.14,44.92,324.29,39.26,,,,0.0629,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Northern; B. Kitto; J. Devore,Dominant vegetation is Spartina patens. Marsh not flooded.,30.20189171,-89.72798195
CRMS4406-S05,,3/8/2018,20 to 24,,,,,89,0.11,67.67,324.29,44.74,,,,0.0744,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Northern; B. Kitto; J. Devore,Dominant vegetation is Spartina patens. Marsh not flooded.,30.20189171,-89.72798195
CRMS4406-S06,,3/8/2018,0 to 4,,,,,85.12,0.1,54.25,324.29,147.32,,,,0.0543,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Northern; B. Kitto; J. Devore,Dominant vegetation is Spartina patens. Marsh not flooded.,30.2019774,-89.72780264
CRMS4406-S06,,3/8/2018,4 to 8,,,,,87.61,0.11,47.94,324.29,75.14,,,,0.0527,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Northern; B. Kitto; J. Devore,Dominant vegetation is Spartina patens. Marsh not flooded.,30.2019774,-89.72780264
CRMS4406-S06,,3/8/2018,8 to 12,,,,,83.27,0.17,37.74,324.29,45.05,,,,0.0642,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Northern; B. Kitto; J. Devore,Dominant vegetation is Spartina patens. Marsh not flooded.,30.2019774,-89.72780264
CRMS4406-S06,,3/8/2018,12 to 16,,,,,80.02,0.17,31.97,324.29,105.16,,,,0.0543,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Northern; B. Kitto; J. Devore,Dominant vegetation is Spartina patens. Marsh not flooded.,30.2019774,-89.72780264
CRMS4406-S06,,3/8/2018,16 to 20,,,,,84.28,0.14,29.98,324.29,77.07,,,,0.042,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Northern; B. Kitto; J. Devore,Dominant vegetation is Spartina patens. Marsh not flooded.,30.2019774,-89.72780264
CRMS4406-S06,,3/8/2018,20 to 24,,,,,88.59,0.11,47.02,324.29,48.14,,,,0.0517,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Northern; B. Kitto; J. Devore,Dominant vegetation is Spartina patens. Marsh not flooded.,30.2019774,-89.72780264
CRMS4407-S01,,6/17/2008,0 to 4,5.52,4.37,6010,3.3,71.28,0.09,49.05,324.29,61.9,,,,0.0441,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; J. Pace,,30.22272851,-89.73044818
CRMS4407-S01,,6/17/2008,4 to 8,5.46,4.54,2918,1.5,81.54,0.13,59.49,324.29,58.8,,,,0.0773,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; J. Pace,,30.22272851,-89.73044818
CRMS4407-S01,,6/17/2008,8 to 12,5.42,4.01,3165,1.65,81.16,0.17,41.89,324.29,72.7,,,,0.0712,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; J. Pace,,30.22272851,-89.73044818
CRMS4407-S01,,6/17/2008,12 to 16,5.31,4.24,3257,1.7,80.13,0.18,41.35,324.29,70.3,,,,0.0744,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; J. Pace,,30.22272851,-89.73044818
CRMS4407-S01,,6/17/2008,16 to 20,4.77,4.24,3685,1.95,84.78,0.14,64.68,324.29,56.8,,,,0.0906,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; J. Pace,,30.22272851,-89.73044818
CRMS4407-S01,,6/17/2008,20 to 24,5.47,4.43,4267,2.3,82.19,0.14,61.94,324.29,56.3,,,,0.0867,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; J. Pace,,30.22272851,-89.73044818
CRMS4407-S02,,6/17/2008,0 to 4,4.13,3.78,8560,4.8,74.53,0.07,60.25,324.29,47.3,,,,0.0422,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; J. Pace,,30.22270997,-89.73042803
CRMS4407-S02,,6/17/2008,4 to 8,5.15,4.12,4287,2.3,78.16,0.18,39.86,324.29,62.3,,,,0.0717,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; J. Pace,,30.22270997,-89.73042803
CRMS4407-S02,,6/17/2008,8 to 12,5.71,4.81,3680,1.9,79.98,0.18,36.24,324.29,69.5,,,,0.0652,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; J. Pace,,30.22270997,-89.73042803
CRMS4407-S02,,6/17/2008,12 to 16,4.55,3.22,4980,2.7,80.67,0.15,49.08,324.29,84.4,,,,0.0736,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; J. Pace,,30.22270997,-89.73042803
CRMS4407-S02,,6/17/2008,16 to 20,5.23,4.57,5150,2.8,85.83,0.11,74.36,324.29,74.9,,,,0.0818,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; J. Pace,,30.22270997,-89.73042803
CRMS4407-S02,,6/17/2008,20 to 24,6.3,5.07,4769,2.55,86.24,0.12,67.16,324.29,59.9,,,,0.0806,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; J. Pace,,30.22270997,-89.73042803
CRMS4407-S03,,6/17/2008,0 to 4,5.42,4.53,3097,1.7,75.31,0.15,43.8,324.29,62.4,,,,0.0657,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; J. Pace,,30.22276325,-89.73039511
CRMS4407-S03,,6/17/2008,4 to 8,5.55,4.82,2708,1.4,76,0.15,34.22,324.29,62.6,,,,0.0513,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; J. Pace,,30.22276325,-89.73039511
CRMS4407-S03,,6/17/2008,8 to 12,5.25,4.03,3273,1.7,78,0.14,47.84,324.29,53.3,,,,0.067,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; J. Pace,,30.22276325,-89.73039511
CRMS4407-S03,,6/17/2008,12 to 16,3.99,3.28,3826,2,87.31,0.08,76.97,324.29,69.2,,,,0.0616,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; J. Pace,,30.22276325,-89.73039511
CRMS4407-S03,,6/17/2008,16 to 20,4.18,3.71,4181,2.25,86.44,0.1,74.08,324.29,52.7,,,,0.0741,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; J. Pace,,30.22276325,-89.73039511
CRMS4407-S03,,6/17/2008,20 to 24,6.2,4.92,4080,2.2,81.84,0.15,58.86,324.29,59.5,,,,0.0883,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; J. Pace,,30.22276325,-89.73039511
CRMS4407-S04,,3/8/2018,0 to 4,,,,,88.36,0.09,59.33,324.29,102.96,,,,0.0534,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Northern; B. Kitto; J. Devore,Marsh not flooded. Dominant vegetation is Spartina patens and Juncus roemerianus.,30.22271308,-89.73055252
CRMS4407-S04,,3/8/2018,4 to 8,,,,,86.19,0.1,52.69,324.29,113.41,,,,0.0527,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Northern; B. Kitto; J. Devore,Marsh not flooded. Dominant vegetation is Spartina patens and Juncus roemerianus.,30.22271308,-89.73055252
CRMS4407-S04,,3/8/2018,8 to 12,,,,,83.11,0.15,47.76,324.29,77.66,,,,0.0716,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Northern; B. Kitto; J. Devore,Marsh not flooded. Dominant vegetation is Spartina patens and Juncus roemerianus.,30.22271308,-89.73055252
CRMS4407-S04,,3/8/2018,12 to 16,,,,,79.61,0.21,47.09,324.29,61.93,,,,0.0989,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Northern; B. Kitto; J. Devore,Marsh not flooded. Dominant vegetation is Spartina patens and Juncus roemerianus.,30.22271308,-89.73055252
CRMS4407-S04,,3/8/2018,16 to 20,,,,,76.69,0.26,38.2,324.29,43.8,,,,0.0993,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Northern; B. Kitto; J. Devore,Marsh not flooded. Dominant vegetation is Spartina patens and Juncus roemerianus.,30.22271308,-89.73055252
CRMS4407-S04,,3/8/2018,20 to 24,,,,,85,0.14,52.9,324.29,63.21,,,,0.0741,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Northern; B. Kitto; J. Devore,Marsh not flooded. Dominant vegetation is Spartina patens and Juncus roemerianus.,30.22271308,-89.73055252
CRMS4407-S05,,3/8/2018,0 to 4,,,,,86.4,0.06,77.7,324.29,191.98,,,,0.0466,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Northern; B. Kitto; J. Devore,Marsh not flooded. Dominant vegetation is Spartina patens and Juncus roemerianus.,30.22266959,-89.73061626
CRMS4407-S05,,3/8/2018,4 to 8,,,,,85.47,0.1,64.9,324.29,139.58,,,,0.0649,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Northern; B. Kitto; J. Devore,Marsh not flooded. Dominant vegetation is Spartina patens and Juncus roemerianus.,30.22266959,-89.73061626
CRMS4407-S05,,3/8/2018,8 to 12,,,,,80.47,0.19,48.37,324.29,67.43,,,,0.0919,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Northern; B. Kitto; J. Devore,Marsh not flooded. Dominant vegetation is Spartina patens and Juncus roemerianus.,30.22266959,-89.73061626
CRMS4407-S05,,3/8/2018,12 to 16,,,,,77.09,0.24,36.77,324.29,56.89,,,,0.0882,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Northern; B. Kitto; J. Devore,Marsh not flooded. Dominant vegetation is Spartina patens and Juncus roemerianus.,30.22266959,-89.73061626
CRMS4407-S05,,3/8/2018,16 to 20,,,,,83.82,0.16,50.04,324.29,48.16,,,,0.0801,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Northern; B. Kitto; J. Devore,Marsh not flooded. Dominant vegetation is Spartina patens and Juncus roemerianus.,30.22266959,-89.73061626
CRMS4407-S05,,3/8/2018,20 to 24,,,,,84.62,0.18,49.25,324.29,7.51,,,,0.0887,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Northern; B. Kitto; J. Devore,Marsh not flooded. Dominant vegetation is Spartina patens and Juncus roemerianus.,30.22266959,-89.73061626
CRMS4407-S06,,3/8/2018,0 to 4,,,,,84.64,0.11,61.74,324.29,124.09,,,,0.0679,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Northern; B. Kitto; J. Devore,Marsh not flooded. Dominant vegetation is Spartina patens and Juncus roemerianus.,30.22280421,-89.73059104
CRMS4407-S06,,3/8/2018,4 to 8,,,,,82,0.16,52.8,324.29,87.81,,,,0.0845,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Northern; B. Kitto; J. Devore,Marsh not flooded. Dominant vegetation is Spartina patens and Juncus roemerianus.,30.22280421,-89.73059104
CRMS4407-S06,,3/8/2018,8 to 12,,,,,80.05,0.21,52.99,324.29,46.74,,,,0.1113,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Northern; B. Kitto; J. Devore,Marsh not flooded. Dominant vegetation is Spartina patens and Juncus roemerianus.,30.22280421,-89.73059104
CRMS4407-S06,,3/8/2018,12 to 16,,,,,80.13,0.23,43.49,324.29,25.22,,,,0.1,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Northern; B. Kitto; J. Devore,Marsh not flooded. Dominant vegetation is Spartina patens and Juncus roemerianus.,30.22280421,-89.73059104
CRMS4407-S06,,3/8/2018,16 to 20,,,,,82.72,0.19,44.48,324.29,27.87,,,,0.0845,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Northern; B. Kitto; J. Devore,Marsh not flooded. Dominant vegetation is Spartina patens and Juncus roemerianus.,30.22280421,-89.73059104
CRMS4407-S06,,3/8/2018,20 to 24,,,,,88.25,0.12,60.44,324.29,21.32,,,,0.0725,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Northern; B. Kitto; J. Devore,Marsh not flooded. Dominant vegetation is Spartina patens and Juncus roemerianus.,30.22280421,-89.73059104
CRMS4448-S01,,6/25/2008,0 to 4,6.78,6.98,423,0.2,44.74,0.72,5.16,324.29,162.2,,,,0.0372,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Cheramie; F. Gilmore; G. Pittman,,29.2139556,-89.23419768
CRMS4448-S01,,6/25/2008,4 to 8,6.73,7.02,486,0.2,23.98,1.11,2.29,324.29,246.3,,,,0.0254,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Cheramie; F. Gilmore; G. Pittman,,29.2139556,-89.23419768
CRMS4448-S01,,6/25/2008,8 to 12,6.81,7.01,684,0.3,26.55,1.08,3.15,324.29,257.8,,,,0.034,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Cheramie; F. Gilmore; G. Pittman,,29.2139556,-89.23419768
CRMS4448-S01,,6/25/2008,12 to 16,6.92,7.25,799,0.4,23.78,1.29,2.34,324.29,242.9,,,,0.0302,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Cheramie; F. Gilmore; G. Pittman,,29.2139556,-89.23419768
CRMS4448-S01,,6/25/2008,16 to 20,6.9,7.23,762,0.4,24.65,1.29,2.93,324.29,301.5,,,,0.0378,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Cheramie; F. Gilmore; G. Pittman,LSU:  Wet core sample is bigger and heavier than normal,29.2139556,-89.23419768
CRMS4448-S01,,6/25/2008,20 to 24,6.78,7.3,775,0.4,26.51,1.22,3.43,324.29,284.8,,,,0.0418,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Cheramie; F. Gilmore; G. Pittman,,29.2139556,-89.23419768
CRMS4448-S02,,6/25/2008,0 to 4,6.99,7.42,436,0.2,46.68,0.9,4.87,324.29,214.7,,,,0.0438,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Cheramie; F. Gilmore; G. Pittman,,29.21425653,-89.23463883
CRMS4448-S02,,6/25/2008,4 to 8,7.02,7.53,373,0.2,25.1,1.03,2.85,324.29,244.2,,,,0.0294,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Cheramie; F. Gilmore; G. Pittman,,29.21425653,-89.23463883
CRMS4448-S02,,6/25/2008,8 to 12,6.9,7.46,364,0.2,22.58,1.04,2.51,324.29,232.7,,,,0.0261,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Cheramie; F. Gilmore; G. Pittman,,29.21425653,-89.23463883
CRMS4448-S02,,6/25/2008,12 to 16,6.88,7.27,645,0.3,28.21,1.21,2.68,324.29,295,,,,0.0324,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Cheramie; F. Gilmore; G. Pittman,,29.21425653,-89.23463883
CRMS4448-S02,,6/25/2008,16 to 20,6.79,7.3,967,0.5,34.84,0.98,4.05,324.29,248.3,,,,0.0397,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Cheramie; F. Gilmore; G. Pittman,,29.21425653,-89.23463883
CRMS4448-S02,,6/25/2008,20 to 24,6.86,7.35,856,0.4,33.7,1.14,3.6,324.29,296.8,,,,0.041,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Cheramie; F. Gilmore; G. Pittman,,29.21425653,-89.23463883
CRMS4448-S03,,6/25/2008,0 to 4,6.91,7.53,564,0.3,53.91,0.75,5.99,324.29,173.4,,,,0.0449,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Cheramie; F. Gilmore; G. Pittman,,29.21447036,-89.23454879
CRMS4448-S03,,6/25/2008,4 to 8,6.88,7.49,563,0.3,30.93,1.12,2.86,324.29,265.9,,,,0.032,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Cheramie; F. Gilmore; G. Pittman,,29.21447036,-89.23454879
CRMS4448-S03,,6/25/2008,8 to 12,6.93,7.37,688,0.3,26.21,1.23,2.65,324.29,287.9,,,,0.0326,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Cheramie; F. Gilmore; G. Pittman,,29.21447036,-89.23454879
CRMS4448-S03,,6/25/2008,12 to 16,6.97,7.37,746,0.4,24.98,1.22,2.89,324.29,308.1,,,,0.0353,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Cheramie; F. Gilmore; G. Pittman,LSU:  Wet core sample is bigger and heavier than normal,29.21447036,-89.23454879
CRMS4448-S03,,6/25/2008,16 to 20,7.01,7.4,656,0.3,27.06,1.14,2.78,324.29,280.7,,,,0.0317,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Cheramie; F. Gilmore; G. Pittman,,29.21447036,-89.23454879
CRMS4448-S03,,6/25/2008,20 to 24,7.08,7.42,976,0.5,20.58,1.44,1.85,324.29,331.1,,,,0.0266,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Cheramie; F. Gilmore; G. Pittman,LSU:  Wet core sample is bigger and heavier than normal,29.21447036,-89.23454879
CRMS4448-S04,,3/8/2018,0 to 4,,,,,73.83,0.28,14.86,324.29,70.06,,,,0.0416,43.83,12.272,3.83,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,S. Anderson; F. Gilmore; J. Pace,Colocasia esculenta is dominant species. 34 cm of water on marsh.,29.21427432,-89.23399076
CRMS4448-S04,,3/8/2018,4 to 8,,,,,68.35,0.32,13.2,324.29,100.86,,,,0.0422,31.01,9.923,2.95,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,S. Anderson; F. Gilmore; J. Pace,Colocasia esculenta is dominant species. 34 cm of water on marsh.,29.21427432,-89.23399076
CRMS4448-S04,,3/8/2018,8 to 12,,,,,69.64,0.26,15.79,324.29,130.1,,,,0.0411,40.04,10.41,3.55,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,S. Anderson; F. Gilmore; J. Pace,Colocasia esculenta is dominant species. 34 cm of water on marsh.,29.21427432,-89.23399076
CRMS4448-S04,,3/8/2018,12 to 16,,,,,61.54,0.37,9.96,324.29,131.87,,,,0.0369,23.09,8.543,2.19,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,S. Anderson; F. Gilmore; J. Pace,Colocasia esculenta is dominant species. 34 cm of water on marsh.,29.21427432,-89.23399076
CRMS4448-S04,,3/8/2018,16 to 20,,,,,54.25,0.48,8.83,324.29,140.64,,,,0.0424,20.18,9.686,1.88,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,S. Anderson; F. Gilmore; J. Pace,Colocasia esculenta is dominant species. 34 cm of water on marsh.,29.21427432,-89.23399076
CRMS4448-S04,,3/8/2018,20 to 24,,,,,50.49,0.48,8.38,324.29,164.21,,,,0.0402,17.93,8.606,1.68,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,S. Anderson; F. Gilmore; J. Pace,Colocasia esculenta is dominant species. 34 cm of water on marsh.,29.21427432,-89.23399076
CRMS4448-S05,,3/8/2018,0 to 4,,,,,76.79,0.25,17.36,324.29,60.94,,,,0.0434,54.2,13.55,5,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,S. Anderson; F. Gilmore; J. Pace,Colocasia esculenta is dominant species. 34 cm of water on marsh.,29.21410234,-89.23396622
CRMS4448-S05,,3/8/2018,4 to 8,,,,,66.6,0.37,17.47,324.29,83.65,,,,0.0646,61.17,22.633,5.28,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,S. Anderson; F. Gilmore; J. Pace,Colocasia esculenta is dominant species. 34 cm of water on marsh.,29.21410234,-89.23396622
